ID,Race,Ethnicity,Origin_Region,Settlement_Type,Equipment_Group,Outdoor_Skills,Urban_Skills,Knowledge,Craft,Literacy,Spoken_Languages,Starting_Capital,Starting_Equipment_Cost_BP,Starting_Equipment_Kit_Type,Post_Kit_Tier,Post_Kit_Tier_Name,Post_Kit_Purchases,Post_Kit_Total_Spent_BP,Final_Pocket_Money_BP,Armes_et_Armures,Autre_Equipement,Combat_Points,Magic,Magic_Type,Magic_Subtype,Grappling,Melee,Projectiles,Fencing,Skill_Modifier,Height_cm,Weight_kg,Size_Score,Balance,Quickness,Coordination,Precision,Endurance,Vigilance,Beauty,Stealth,Speed,Special,Generation_Date
CH-00282,Human,Rashemi,Rashemen,Logging Camp,Groupe10_Rashemen,Advanced Tracking | Forest Stealth | Marsh Movement | Hermetic Medicine | Wild Plant Foraging,,"Laws & Customs of Nations | Cosmology (Weave, Shadow Weave) | Nobility & Heraldry | Divine Myths & Legends",Clockmaking & Complex Mechanisms | Beekeeping | Ritual Object Crafting,Rashemi | Thorass,Chondathan | Rashemi,668,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,666,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),39.52,NO,None,,8,5,4,3,-5,178.3,97.4,1,3,3,5,2,6,3,6,2,4,Aucun,2026-05-28 13:35:34
CH-00283,Half-orc,Orc,Uthgardt Tribes,Farming Hamlet,Groupe3_Coeur_Continental,Extreme Cold Resistance | Mountain Endurance | Advanced Tracking | Hermetic Medicine | Snow and Ice Shelter Building,Lockpicking and Trap Disarming,Orc & Goblinoid Culture | Elven Culture | Astronomy & Star Navigation,Navigation (Land & Sea) | Preservation & Salting | Engraving on Metal & Gems,Orc,Infernal | Orc | Undercommon,599,293.4,universal_standard,1,Modest,Tassets,375.0,224,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Tassets,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),43.1,NO,None,,10,5,0,4,-1,189.7,108.2,2,2,7,-4,0,6,0,4,-5,5,Force brutale + Vision dans le noir N1,2026-05-28 13:35:34
CH-00284,Human,Chondathan,The Dalelands,Rural Village,Groupe3_Coeur_Continental,Open Land Navigation | Advanced Tracking | Wild Plant Foraging | Forest Stealth,,"Ancient Realms (Netheril, Imaskar...) | Secret Organizations | History of Imaskar | Political Currents & Rivalries",Candle & Soap Making | Smithing & Metallurgy,Chondathan | Thorass,Chondathan,1153,293.4,universal_standard,1,Modest,"Courser | Lancet, bleeding",622.0,531,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Courser,-3.78,YES,Théurgique,Magie Verte,-1,-2,1,-3,3,162.0,67.4,-1,3,-3,-4,3,-2,-1,3,0,-5,Aucun,2026-05-28 13:35:34
CH-00285,Halfling,Strongheart Halfling,Luiren,Forest Village,Groupe3_Coeur_Continental,Wild Plant Foraging | Complex Terrain Navigation | Forest Stealth | Advanced Tracking | Primitive Fire Mastery,Urban Stealth & Shadowing | Streetwise (Urban Underworld),Fey & Feywild Knowledge | History of the Realms | Major Cities & Regions | History of Imaskar,Carpentry & Woodworking | Cabinetmaking & Marquetry | Leatherworking & Tanning,Gnomish | Thorass,Chondathan | Elfique | Gnomish,988,293.4,universal_standard,1,Modest,Fauld | Backpack (large leather) | Buckler,707.0,281,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Fauld | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Backpack (large leather),4.46,NO,None,,-15,-6,7,-2,-3,119.2,26.1,-7,1,14,2,4,5,3,8,11,14,Robustesse,2026-05-28 13:35:34
CH-00286,Human,Ffolk,Nelanther Isles,Fishing Village,Groupe3_Coeur_Continental,Coastal Survival | Deep-Sea Fishing | Storm and Seasickness Mastery,Black Market Operations,Halfling Culture | History of the Realms | Laws & Customs of Nations | Major Religions & Deities,Sail & Rope Making,Northlander | Thorass,Chondathan | Northlander,701,293.4,universal_standard,1,Modest,"Palfrey | Lancet, bleeding",572.0,129,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Palfrey,0.64,NO,None,,-1,0,2,-1,8,165.0,67.4,-1,0,1,3,1,0,0,7,2,2,Aucun,2026-05-28 13:35:34
CH-00287,Human,Rashemi,Rashemen,Rural Village,Groupe10_Rashemen,Forest Stealth | Advanced Tracking | Complex Terrain Navigation | Wild Plant Foraging | Hermetic Medicine | Marsh Movement,Streetwise (Urban Underworld) | Urban Stealth & Shadowing,"Local Folklore & Legends | Cosmology (Weave, Shadow Weave) | Cultural Interactions",Mosaic & Fresco Art | Candle & Soap Making,Thayan,Rashemi | Thayan,684,293.4,universal_standard,0,None,Buckler,220.0,464,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Buckler,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),5.28,NO,None,,-1,1,2,2,4,165.0,60.6,-1,2,8,2,0,8,-1,3,4,8,Aucun,2026-05-28 13:35:34
CH-00288,Human,Chondathan,Chondath,Small Town,Groupe4_Vilhon_Est,Open Land Navigation,Smuggling Networks | Guild Knowledge & Politics,Trade Routes & Commerce | Local Folklore & Legends | Political Currents & Rivalries,Shipbuilding,Chondathan,Chondathan | Thorass,1604,293.4,universal_standard,1,Modest,Composite Crossbow | Quiver,790.0,814,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Composite Crossbow | Quiver,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.64,NO,None,,0,2,0,1,8,172.4,71.0,0,5,-2,5,-1,-1,-5,8,7,-1,Aucun,2026-05-28 13:35:34
CH-00289,Human,Vaasan,Vaasa,Fortified City,Groupe5_Nord_Sauvage,River Crossing | Technical Rock Climbing | Marsh Movement | Extreme Cold Resistance,Heraldry & Lineage Recognition | Sleight of Hand & Cheating,Dragon Lore | Political Currents & Rivalries | Religious Cults & Orders,Shipbuilding | Carpentry & Woodworking,Vaasan,Illuskan | Vaasan,1008,293.4,universal_standard,0,None,"Tent 2-man leather | Lancet, bleeding",152.0,856,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Tent 2-man leather,-3.09,YES,Arcanique,Magicien,-1,0,-5,1,-4,166.5,60.6,0,6,3,-3,-4,4,3,0,4,2,Aucun,2026-05-28 13:35:34
CH-00290,Half-elf,Moon Half-elf,Sembia,Large Town,Groupe2_Sud_Marchand,Forced March Endurance | Wild Plant Foraging | Plains Tracking | Forest Stealth,Urban Stealth & Shadowing | Guild Knowledge & Politics | Urban Stealth & Shadowing | City Secrets & Hidden Routes,Political Currents & Rivalries | Major Cities & Regions,Cabinetmaking & Marquetry,None,Chondathan | Elfique | Sylvestre,2675,293.4,universal_standard,2,Comfortable,Sallet ou Armet (classique) | Burgonet (Maximilian),1375.0,1300,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Sallet ou Armet (classique) | Burgonet (Maximilian),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.64,NO,None,,1,-1,2,-1,11,173.8,78.9,0,-4,1,-1,3,-2,0,1,-5,0,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00291,Half-elf,Wood Half-elf,High Forest,Forest Village,Groupe3_Coeur_Continental,Marsh Movement | Advanced Tracking | Wild Plant Foraging | Hermetic Medicine | Forest Stealth | Confined Space Stealth,,"Cosmology (Weave, Shadow Weave) | Nobility & Heraldry | Divine Myths & Legends | Lost Kingdoms & Cities",Candle & Soap Making | Dyeing & Textile Coloring,Elfique | Thorass,Chondathan | Druidic | Elfique,769,293.4,universal_standard,1,Modest,Longsword,650.0,119,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Longsword,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-4.4,YES,Arcanique,Magicien,-1,-2,-3,-2,3,159.1,67.4,-1,-2,4,-6,-1,-4,0,-6,-5,2,Méditation + Immunité sommeil + VN (N1),2026-05-28 13:35:34
CH-00292,Human,Rashemi,Rashemen,Mountain Village,Groupe10_Rashemen,Advanced Tracking | Marsh Movement | Forest Stealth | Oceanic Navigation | Hermetic Medicine | Wild Plant Foraging,Disguise & Impersonation | Guild Knowledge & Politics,Legendary Artifacts & Relics | Trade Routes & Commerce | Fey & Feywild Knowledge,Shipbuilding | Leatherworking & Tanning | Poison Lore & Application,Thayan,Mulhorandi | Rashemi | Thayan,850,293.4,universal_standard,1,Modest,Cuisses (renforcées),680.0,170,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Cuisses (renforcées),Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),3.64,NO,None,,2,0,0,1,12,185.0,87.7,2,-4,1,-1,1,-4,-1,-6,-6,0,Aucun,2026-05-28 13:35:34
CH-00293,Human,Chondathan,The Dalelands,Farming Hamlet,Groupe3_Coeur_Continental,Extreme Cold Resistance | Complex Terrain Navigation | Wild Plant Foraging | Plains Tracking | Advanced Tracking | Open Land Navigation,Disguise & Impersonation,History of the Realms | Trade Routes & Commerce | Major Cities & Regions | Religious Cults & Orders,Leatherworking & Tanning | Smithing & Metallurgy,Chondathan | Sembian,Chondathan | Elfique | Sembian,822,293.4,universal_standard,0,None,"Lancet, bleeding",2.0,820,"Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Lancet, bleeding",Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-7.02,YES,Théurgique,Magie Verte,-2,-2,-2,-3,0,156.3,63.9,-2,4,-4,-2,0,0,4,-2,3,-5,Aucun,2026-05-28 13:35:34
CH-00294,Human,Calishite,Lantan,Large Town,Groupe3_Coeur_Continental,Desert Water Mastery | Open Land Navigation,Streetwise (Urban Underworld) | Smuggling Networks | Sleight of Hand & Cheating,Aberration Lore | Weave Theory | Political Currents & Rivalries | Secret Organizations,Weaving & Spinning,Thorass | Mulhorandi,Chondathan | Lantanna | Mulhorandi,4762,293.4,universal_standard,3,Wealthy,Mace | Falchion | War Hammer | Palfrey | Close Helmet (Maximilian) | Maille collerette ou manches,3740.0,1022,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Mace | Falchion | Close Helmet (Maximilian) | Maille collerette ou manches,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | War Hammer | Palfrey,-5.86,YES,Théurgique,Magie Blanche,-2,-1,-2,-2,-3,156.3,63.9,-2,2,-2,2,-2,-5,8,3,3,-2,Aucun,2026-05-28 13:35:34
CH-00295,Halfling,Strongheart Halfling,Cormyr,Large Town,Groupe3_Coeur_Continental,Forest Stealth | Primitive Fire Mastery | Advanced Tracking,Black Market Operations | Guild Knowledge & Politics | Disguise & Impersonation,Local Folklore & Legends | Trade Routes & Commerce | Elven Culture | Guilds & Organizations,Masonry | Cooking (Fine Cuisine) | Cabinetmaking & Marquetry,Gnomish | Chondathan,Chondathan | Gnomish | Sembian,1860,293.4,universal_standard,2,Comfortable,Kettle hat | Reinforced Gambeson | Main-gauche,1410.0,450,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Reinforced Gambeson | Main-gauche,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | Kettle hat,-10.94,YES,Arcanique,Magicien,-24,-11,4,-8,-6,112.0,21.1,-9,0,-1,7,2,7,1,5,15,1,Robustesse,2026-05-28 13:35:34
CH-00296,Human,Tethyrian,Sword Coast,Fishing Village,Groupe1_Cote_des_Epees,Deep-Sea Fishing | Advanced Tracking | Wild Plant Foraging | Forest Stealth | Marsh Movement | Coastal Survival,Forgery of Documents & Seals,"Major Cities & Regions | Elven Culture | Ancient Realms (Netheril, Imaskar...) | Major Religions & Deities",Jewelry & Goldsmithing | Masonry | Shipbuilding,Chondathan,Chondathan,1217,293.4,universal_standard,1,Modest,Kite shield | Maille collerette ou manches,380.0,837,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Kite shield | Maille collerette ou manches,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),1.02,NO,None,,2,0,0,-2,7,170.7,83.2,0,1,-7,4,1,3,7,-7,1,-6,Aucun,2026-05-28 13:35:34
CH-00297,Human,Chondathan,Sembia,Major Trade City,Groupe2_Sud_Marchand,Advanced Tracking,Criminal Organizations & Syndicates | Information Brokerage | Forgery of Documents & Seals | Noble Houses & Court Intrigue | Urban Observation and Tailing | Disguise & Impersonation,Dwarven Culture | Astronomy & Star Navigation | Guilds & Organizations | History of the Realms,Heraldry & Lineage | Sail & Rope Making | Smithing & Metallurgy,Sembian | Chondathan,Chondathan | Sembian,4129,293.4,universal_standard,2,Comfortable,Haubergeon / Collerette | War Hammer (Renaissance) | Longsword,1930.0,2199,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Haubergeon / Collerette | Longsword,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather) | War Hammer (Renaissance),11.09,NO,None,,-3,-1,7,-1,9,163.5,63.9,-1,-2,0,7,5,-1,-10,6,3,2,Aucun,2026-05-28 13:35:34
CH-00298,Human,Mulan,Old Empires,Fortified City,Groupe12_Old_Empires,Extreme Cold Resistance | Technical Rock Climbing | Plains Tracking,Streetwise (Urban Underworld) | Streetwise (Urban Underworld) | City Secrets & Hidden Routes | Lockpicking and Trap Disarming,Religious Cults & Orders | Genasi & Elemental Peoples | Dragon Lore,Sail & Rope Making | Architecture,Mulhorandi,Mulhorandi | Thayan | Untheric,1329,293.4,universal_standard,2,Comfortable,Garde-reins | Tassets longs,1165.0,164,Belt (leather) + Belt pouch (large) | Map case + blank regional map | Lamp oil (flacon) x3 | Grappling hook | 10' pole | Crowbar (standard) | Bâton de marche / Walking Staff | Garde-reins | Tassets longs,Backpack (medium leather) | Tent 2-man leather | Sleeping furs (light) | Blanket (heavy) | Field rations (basic) x7 | Waterskin (1 gal) x2 | Canteen (1 pt) | Lantern (hooded) | Rope (standard 50') | Hammer + 10 pitons | Flint & steel | Tinderbox | Cloak (wool hooded) | Boots (normal leather) | Gloves (leather) | Hat (leather),-5.52,YES,Arcanique,Magicien,1,-1,-7,-2,4,167.7,74.8,0,0,0,-6,-5,3,0,-2,-5,-2,Aucun,2026-05-28 13:35:34
